486 ,1 ,129,2015
350 ,0 ,112.5,2015
404 ,0 ,108,2015
309 ,1 ,94.5,2015
498 ,0 ,87,2015
313 ,0 ,84,2015
543 ,1 ,130.5,2015
515 ,1 ,78,2015
546 ,0 ,64.5,2015
404 ,0 ,111,2015
467 ,1 ,190.5,2015
325 ,1 ,246,2015
331 ,0 ,384,2015
367 ,1 ,384,2015
474 ,1 ,66,2015
397 ,0 ,115.5,2015
386 ,1 ,115.5,2015
553 ,0 ,61.5,2015
374 ,0 ,162,2015
473 ,0 ,135,2015
477 ,1 ,129,2015
385 ,1 ,154.5,2015
351 ,1 ,192,2015
319 ,0 ,123,2015
403 ,1 ,159,2015
357 ,1 ,220.5,2015
455 ,0 ,192,2015
349 ,0 ,192,2015
336 ,0 ,174,2015
414 ,0 ,138,2015
528 ,0 ,79.5,2015
414 ,1 ,69,2015
332 ,0 ,87,2015
311 ,1 ,75,2015
333 ,0 ,75,2015
340 ,1 ,90,2015
517 ,0 ,52.5,2015
472 ,1 ,105,2015
475 ,1 ,154.5,2015
455 ,0 ,183,2015
358 ,1 ,360,2015
539 ,1 ,360,2015
566 ,1 ,147,2015
485 ,1 ,166.5,2015
304 ,0 ,354,2015
553 ,0 ,339,2015
505 ,0 ,327,2015
319 ,1 ,348,2015
327 ,1 ,336,2015
338 ,0 ,336,2015
389 ,0 ,463.5,2015
307 ,0 ,600,2015
528 ,1 ,708,2015
412 ,1 ,1090.5,2015
458 ,1 ,1491,2015
540 ,0 ,1491,2015
544 ,0 ,102,2015
336 ,0 ,138,2015
469 ,1 ,258,2015
465 ,0 ,373.5,2015
351 ,0 ,411,2015
513 ,1 ,468,2015
402 ,0 ,495,2015
322 ,1 ,492,2015
538 ,1 ,489,2015
467 ,1 ,459,2015
381 ,1 ,621,2015
390 ,1 ,631.5,2015
355 ,1 ,594,2015
357 ,0 ,594,2015
307 ,0 ,114,2015
374 ,0 ,192,2015
442 ,0 ,421.5,2015
313 ,1 ,370.5,2015
555 ,0 ,243,2015
492 ,0 ,303,2015
371 ,0 ,348,2015
415 ,1 ,352.5,2015
367 ,0 ,495,2015
344 ,0 ,588,2015
365 ,1 ,622.5,2015
331 ,1 ,1144.5,2015
328 ,0 ,1473,2015
424 ,0 ,1473,2015
385 ,0 ,417,2015
401 ,1 ,439.5,2015
325 ,1 ,388.5,2015
507 ,1 ,288,2015
531 ,1 ,276,2015
544 ,1 ,399,2015
494 ,0 ,328.5,2015
549 ,1 ,439.5,2015
380 ,0 ,537,2015
410 ,1 ,792,2015
556 ,1 ,907.5,2015
553 ,1 ,1686,2015
437 ,1 ,2211,2015
514 ,1 ,2211,2015
553 ,0 ,270,2015
331 ,1 ,312,2015
343 ,1 ,409.5,2015
365 ,0 ,477,2015
501 ,0 ,534,2015
323 ,0 ,636,2015
455 ,1 ,873,2015
507 ,0 ,775.5,2015
519 ,1 ,981,2015
357 ,1 ,936,2015
553 ,1 ,1135.5,2015
328 ,1 ,1390.5,2015
443 ,0 ,1335,2015
397 ,0 ,1335,2015
521 ,0 ,441,2015
308 ,1 ,433.5,2015
454 ,1 ,396,2015
514 ,1 ,300,2015
347 ,0 ,207,2015
380 ,0 ,309,2015
490 ,1 ,361.5,2015
479 ,0 ,288,2015
495 ,0 ,402,2015
556 ,0 ,586.5,2015
438 ,1 ,840,2015
467 ,0 ,1530,2015
403 ,1 ,2505,2015
310 ,1 ,2505,2015
405 ,1 ,339,2015
501 ,0 ,336,2015
488 ,0 ,265.5,2015
436 ,1 ,234,2015
375 ,1 ,297,2015
304 ,0 ,564,2015
505 ,1 ,493.5,2015
377 ,1 ,384,2015
540 ,0 ,681,2015
555 ,1 ,747,2015
537 ,0 ,1224,2015
456 ,0 ,2082,2015
323 ,0 ,2946,2015
492 ,1 ,2946,2015
343 ,0 ,129,2015
561 ,1 ,201,2015
560 ,0 ,225,2015
486 ,0 ,429,2015
539 ,0 ,189,2015
432 ,1 ,630,2015
561 ,1 ,723,2015
553 ,1 ,841.5,2015
521 ,1 ,963,2015
537 ,0 ,942,2015
371 ,1 ,1206,2015
373 ,1 ,1584,2015
335 ,1 ,1503,2015
412 ,1 ,1503,2015
535 ,1 ,429,2015
562 ,0 ,436.5,2015
489 ,1 ,301.5,2015
321 ,1 ,280.5,2015
457 ,0 ,321,2015
354 ,1 ,390,2015
381 ,1 ,372,2015
379 ,1 ,354,2015
396 ,0 ,648,2015
436 ,1 ,766.5,2015
335 ,1 ,1033.5,2015
392 ,0 ,1875,2015
523 ,1 ,2697,2015
433 ,0 ,2697,2015
320 ,0 ,423,2015
520 ,0 ,565.5,2015
346 ,1 ,312,2015
330 ,1 ,285,2015
416 ,0 ,270,2015
513 ,0 ,372,2015
505 ,0 ,430.5,2015
300 ,1 ,498,2015
430 ,0 ,648,2015
476 ,0 ,855,2015
413 ,1 ,1483.5,2015
548 ,1 ,2269.5,2015
546 ,1 ,2619,2015
537 ,1 ,2619,2015
460 ,1 ,138,2015
549 ,1 ,352.5,2015
464 ,1 ,345,2015
481 ,0 ,402,2015
